"gene","cell_line"
"PAK1","KYSE270"
"PAK1","KYSE30"
"PAK1","KYSE410"
"PAK1","KYSE450"
"PAK1","KYSE510"
"PAK1","KYSE520"
"PAK1","KYSE70"
"PAK1","L1236"
"PAK1","L33"
"PAK1","L363"
"PAK1","L428"
"PAK1","L540"
"PAK1","LC1F"
"PAK1","LC1SQSF"
"PAK1","LCLC103H"
"PAK1","LCLC97TM1"
"PAK1","LI7"
"PAK1","LK2"
"PAK1","LMSU"
"PAK1","LN18"
"PAK1","LN229"
"PAK1","LNCAPCLONEFGC"
"PAK1","LOUCY"
"PAK1","LOUNH91"
"PAK1","LOVO"
"PAK1","LOXIMVI"
"PAK1","LP1"
"PAK1","LS1034"
"PAK1","LS123"
"PAK1","LS180"
"PAK1","LS411N"
"PAK1","LS513"
"PAK1","LU65"
"PAK1","LU99"
"PAK1","LUDLU1"
"PAK1","LXF289"
"PAK1","M059K"
"PAK1","M07E"
"PAK1","MALME3M"
"PAK1","MC116"
"PAK1","MCAS"
"PAK1","MCF7"
"PAK1","MDAMB134VI"
"PAK1","MDAMB231"
"PAK1","MDAMB361"
"PAK1","MDAMB415"
"PAK1","MDAMB435S"
"PAK1","MDAMB436"
"PAK1","MDAMB468"
"PAK1","MDST8"
"PAK1","ME1"
"PAK1","MEC1"
"PAK1","MEG01"
"PAK1","MELHO"
"PAK1","MELJUSO"
"PAK1","MEWO"
"PAK1","MFE280"
"PAK1","MFE296"
"PAK1","MG63"
"PAK1","MHHCALL2"
"PAK1","MHHCALL3"
"PAK1","MHHCALL4"
"PAK1","MHHES1"
"PAK1","MHHNB11"
"PAK1","MIAPACA2"
"PAK1","MINO"
"PAK1","MJ"
"PAK1","MKN1"
"PAK1","MKN7"
"PAK1","MKN74"
"PAK1","ML1"
"PAK1","MM1S"
"PAK1","MOGGCCM"
"PAK1","MOGGUVW"
"PAK1","MOLM13"
"PAK1","MOLM16"
"PAK1","MOLM6"
"PAK1","MOLP2"
"PAK1","MOLP8"
"PAK1","MOLT13"
"PAK1","MOLT16"
"PAK1","MONOMAC1"
"PAK1","MONOMAC6"
"PAK1","MORCPR"
"PAK1","MOTN1"
"PAK1","MPP89"
"PAK1","MSTO211H"
"PAK1","MUTZ3"
"PAK1","MUTZ5"
"PAK1","MV411"
"PAK1","NALM1"
"PAK1","NALM19"
"PAK1","NAMALWA"
"PAK1","NB1"
"PAK1","NB4"
"PAK1","NCCSTCK140"
"PAK1","NCIH1048"
"PAK1","NCIH1092"
"PAK1","NCIH1105"
"PAK1","NCIH1184"
"PAK1","NCIH1299"
"PAK1","NCIH1339"
"PAK1","NCIH1341"
"PAK1","NCIH1355"
"PAK1","NCIH1385"
"PAK1","NCIH1435"
"PAK1","NCIH1436"
"PAK1","NCIH1437"
"PAK1","NCIH146"
"PAK1","NCIH1563"
"PAK1","NCIH1568"
"PAK1","NCIH1573"
"PAK1","NCIH1581"
"PAK1","NCIH1618"
"PAK1","NCIH1623"
"PAK1","NCIH1648"
"PAK1","NCIH1650"
"PAK1","NCIH1651"
"PAK1","NCIH1666"
"PAK1","NCIH1693"
"PAK1","NCIH1694"
"PAK1","NCIH1703"
"PAK1","NCIH1734"
"PAK1","NCIH1755"
"PAK1","NCIH1781"
"PAK1","NCIH1792"
"PAK1","NCIH1793"
"PAK1","NCIH1836"
"PAK1","NCIH1838"
"PAK1","NCIH1869"
"PAK1","NCIH1876"
"PAK1","NCIH1915"
"PAK1","NCIH1930"
"PAK1","NCIH1944"
"PAK1","NCIH196"
"PAK1","NCIH1963"
"PAK1","NCIH1975"
"PAK1","NCIH2009"
"PAK1","NCIH2023"
"PAK1","NCIH2029"
"PAK1","NCIH2030"
"PAK1","NCIH2052"
"PAK1","NCIH2066"
"PAK1","NCIH2073"
"PAK1","NCIH2081"
"PAK1","NCIH2087"
"PAK1","NCIH209"
"PAK1","NCIH2106"
"PAK1","NCIH2110"
"PAK1","NCIH2122"
"PAK1","NCIH2126"
"PAK1","NCIH2141"
"PAK1","NCIH2170"
"PAK1","NCIH2171"
"PAK1","NCIH2172"
"PAK1","NCIH2196"
"PAK1","NCIH2227"
"PAK1","NCIH2228"
"PAK1","NCIH226"
"PAK1","NCIH2286"
"PAK1","NCIH2291"
"PAK1","NCIH23"
"PAK1","NCIH2342"
"PAK1","NCIH2347"
"PAK1","NCIH2405"
"PAK1","NCIH2444"
"PAK1","NCIH2452"
"PAK1","NCIH3255"
"PAK1","NCIH358"
"PAK1","NCIH441"
"PAK1","NCIH446"
"PAK1","NCIH460"
"PAK1","NCIH508"
"PAK1","NCIH520"
"PAK1","NCIH522"
"PAK1","NCIH524"
"PAK1","NCIH526"
"PAK1","NCIH596"
"PAK1","NCIH647"
"PAK1","NCIH650"
"PAK1","NCIH660"
"PAK1","NCIH661"
"PAK1","NCIH684"
"PAK1","NCIH69"
"PAK1","NCIH716"
"PAK1","NCIH727"
"PAK1","NCIH747"
"PAK1","NCIH810"
"PAK1","NCIH82"
"PAK1","NCIH838"
"PAK1","NCIH841"
"PAK1","NCIH854"
"PAK1","NCIH889"
"PAK1","NCIH929"
"PAK1","NCIN87"
"PAK1","NCO2"
"PAK1","NH6"
"PAK1","NIHOVCAR3"
"PAK1","NMCG1"
"PAK1","NUDHL1"
"PAK1","NUDUL1"
"PAK1","NUGC3"
"PAK1","NUGC4"
"PAK1","OAW28"
"PAK1","OAW42"
"PAK1","OC316"
"PAK1","OCIAML2"
"PAK1","OCIAML3"
"PAK1","OCIAML5"
"PAK1","OCILY10"
"PAK1","OCILY19"
"PAK1","OCILY3"
"PAK1","OCIM1"
"PAK1","OCUM1"
"PAK1","OE19"
"PAK1","OE21"
"PAK1","OE33"
"PAK1","ONCODG1"
"PAK1","ONS76"
"PAK1","OPM2"
"PAK1","OSRC2"
"PAK1","OUMS23"
"PAK1","OUMS27"
"PAK1","OV56"
"PAK1","OV90"
"PAK1","OVCAR4"
"PAK1","OVCAR8"
"PAK1","OVISE"
"PAK1","OVK18"
"PAK1","OVKATE"
"PAK1","OVMANA"
"PAK1","OVSAHO"
"PAK1","OVTOKO"
"PAK1","P12ICHIKAWA"
"PAK1","P31FUJ"
"PAK1","P3HR1"
"PAK1","PANC0203"
"PAK1","PANC0213"
"PAK1","PANC0327"
"PAK1","PANC0403"
"PAK1","PANC0813"
"PAK1","PANC1005"
"PAK1","PATU8902"
"PAK1","PC14"
"PAK1","PC3"
"PAK1","PCM6"
"PAK1","PECAPJ15"
"PAK1","PECAPJ34CLONEC12"
"PAK1","PECAPJ41CLONED2"
"PAK1","PECAPJ49"
"PAK1","PEER"
"PAK1","PF382"
"PAK1","PFEIFFER"
"PAK1","PK1"
"PAK1","PK45H"
"PAK1","PK59"
"PAK1","PL21"
"PAK1","PSN1"
"PAK1","QGP1"
"PAK1","RAJI"
"PAK1","RCC10RGB"
"PAK1","RCHACV"
"PAK1","RCM1"
"PAK1","RD"
"PAK1","REC1"
"PAK1","REH"
"PAK1","RERFGC1B"
"PAK1","RERFLCAD1"
"PAK1","RERFLCAD2"
"PAK1","RERFLCAI"
"PAK1","RERFLCKJ"
"PAK1","RERFLCMS"
"PAK1","RERFLCSQ1"
"PAK1","RH41"
"PAK1","RI1"
"PAK1","RKN"
"PAK1","RKO"
"PAK1","RL"
"PAK1","RL952"
"PAK1","RMGI"
"PAK1","RMUGS"
"PAK1","RPMI7951"
"PAK1","RPMI8226"
"PAK1","RPMI8402"
"PAK1","RS411"
"PAK1","RS5"
"PAK1","RT112"
"PAK1","RT11284"
"PAK1","RT4"
"PAK1","S117"
"PAK1","SAOS2"
"PAK1","SBC5"
"PAK1","SCABER"
"PAK1","SCC15"
"PAK1","SCC25"
"PAK1","SCC4"
"PAK1","SCC9"
"PAK1","SCLC21H"
"PAK1","SEM"
"PAK1","SET2"
"PAK1","SF126"
"PAK1","SF295"
"PAK1","SH10TC"
"PAK1","SH4"
"PAK1","SHP77"
"PAK1","SHSY5Y"
"PAK1","SIGM5"
"PAK1","SIMA"
"PAK1","SJRH30"
"PAK1","SJSA1"
"PAK1","SKBR3"
"PAK1","SKCO1"
"PAK1","SKES1"
"PAK1","SKHEP1"
"PAK1","SKLMS1"
"PAK1","SKLU1"
"PAK1","SKM1"
"PAK1","SKMEL1"
"PAK1","SKMEL2"
"PAK1","SKMEL24"
"PAK1","SKMEL28"
"PAK1","SKMEL3"
"PAK1","SKMEL30"
"PAK1","SKMEL5"
"PAK1","SKMES1"
"PAK1","SKNAS"
"PAK1","SKNDZ"
"PAK1","SKNFI"
"PAK1","SKNMC"
"PAK1","SKNSH"
"PAK1","SKOV3"
"PAK1","SKUT1"
"PAK1","SNU1033"
"PAK1","SNU1041"
"PAK1","SNU1066"
"PAK1","SNU1076"
"PAK1","SNU1077"
"PAK1","SNU1079"
"PAK1","SNU1105"
"PAK1","SNU119"
"PAK1","SNU1196"
"PAK1","SNU1197"
"PAK1","SNU1214"
"PAK1","SNU1272"
"PAK1","SNU175"
"PAK1","SNU182"
"PAK1","SNU201"
"PAK1","SNU213"
"PAK1","SNU216"
"PAK1","SNU245"
"PAK1","SNU283"
"PAK1","SNU308"
"PAK1","SNU324"
"PAK1","SNU349"
"PAK1","SNU387"
"PAK1","SNU398"
"PAK1","SNU407"
"PAK1","SNU410"
"PAK1","SNU423"
"PAK1","SNU449"
"PAK1","SNU46"
"PAK1","SNU466"
"PAK1","SNU475"
"PAK1","SNU478"
"PAK1","SNU489"
"PAK1","SNU5"
"PAK1","SNU503"
"PAK1","SNU520"
"PAK1","SNU601"
"PAK1","SNU620"
"PAK1","SNU626"
"PAK1","SNU668"
"PAK1","SNU685"
"PAK1","SNU738"
"PAK1","SNU761"
"PAK1","SNU840"
"PAK1","SNU869"
"PAK1","SNU878"
"PAK1","SNU886"
"PAK1","SNU899"
"PAK1","SNUC2A"
"PAK1","SNUC4"
"PAK1","SNUC5"
"PAK1","SQ1"
"PAK1","SR786"
"PAK1","ST486"
"PAK1","SU8686"
"PAK1","SUDHL1"
"PAK1","SUDHL10"
"PAK1","SUDHL4"
"PAK1","SUDHL5"
"PAK1","SUDHL6"
"PAK1","SUDHL8"
"PAK1","SUPB15"
"PAK1","SUPHD1"
"PAK1","SUPM2"
"PAK1","SUPT11"
"PAK1","SW1088"
"PAK1","SW1116"
"PAK1","SW1271"
"PAK1","SW1353"
"PAK1","SW1417"
"PAK1","SW1463"
"PAK1","SW1573"
"PAK1","SW1710"
"PAK1","SW1783"
"PAK1","SW1990"
"PAK1","SW403"
"PAK1","SW480"
"PAK1","SW579"
"PAK1","SW620"
"PAK1","SW780"
"PAK1","SW837"
"PAK1","SW900"
"PAK1","SW948"
"PAK1","T173"
"PAK1","T3M10"
"PAK1","T3M4"
"PAK1","T47D"
"PAK1","T84"
"PAK1","T98G"
"PAK1","TC71"
"PAK1","TCCPAN2"
"PAK1","TE1"
"PAK1","TE10"
"PAK1","TE11"
"PAK1","TE125T"
"PAK1","TE14"
"PAK1","TE159T"
"PAK1","TE4"
"PAK1","TE441T"
"PAK1","TE5"
"PAK1","TE6"
"PAK1","TE617T"
"PAK1","TE8"
"PAK1","TE9"
"PAK1","TF1"
"PAK1","TGBC11TKB"
"PAK1","THP1"
"PAK1","TM31"
"PAK1","TO175T"
"PAK1","TOLEDO"
"PAK1","TOV21G"
"PAK1","TT"
"PAK1","TT2609C02"
"PAK1","TUHR10TKB"
"PAK1","TUHR14TKB"
"PAK1","TUHR4TKB"
"PAK1","TYKNU"
"PAK1","U138MG"
"PAK1","U266B1"
"PAK1","U2OS"
"PAK1","U87MG"
"PAK1","U937"
"PAK1","UACC257"
"PAK1","UACC62"
"PAK1","UACC812"
"PAK1","UACC893"
"PAK1","UBLC1"
"PAK1","UMUC1"
"PAK1","UMUC3"
"PAK1","UT7"
"PAK1","VCAP"
"PAK1","VMCUB1"
"PAK1","VMRCLCD"
"PAK1","VMRCLCP"
"PAK1","VMRCRCW"
"PAK1","VMRCRCZ"
"PAK1","WM115"
"PAK1","WM1799"
"PAK1","WM2664"
"PAK1","WM793"
"PAK1","WM88"
"PAK1","WSUDLCL2"
"PAK1","YAPC"
"PAK1","YD10B"
"PAK1","YD15"
"PAK1","YD38"
"PAK1","YD8"
"PAK1","YH13"
"PAK1","YKG1"
"PAK1","ZR751"
"PAK1","ZR7530"
"PARP1","22RV1"
"PARP1","2313287"
"PARP1","253J"
"PARP1","253JBV"
"PARP1","42MGBA"
"PARP1","5637"
"PARP1","59M"
"PARP1","639V"
"PARP1","647V"
"PARP1","697"
"PARP1","769P"
"PARP1","786O"
"PARP1","8305C"
"PARP1","8505C"
"PARP1","8MGBA"
"PARP1","A101D"
"PARP1","A172"
"PARP1","A204"
"PARP1","A2058"
"PARP1","A253"
"PARP1","A2780"
"PARP1","A375"
"PARP1","A3KAW"
"PARP1","A498"
"PARP1","A4FUK"
"PARP1","A549"
"PARP1","A673"
"PARP1","A704"
"PARP1","ABC1"
"PARP1","ACCMESO1"
"PARP1","ACCS"
"PARP1","ACHN"
"PARP1","AGS"
"PARP1","ALEXANDERCELLS"
"PARP1","ALLSIL"
"PARP1","AM38"
"PARP1","AML193"
"PARP1","AMO1"
"PARP1","AN3CA"
"PARP1","ASPC1"
"PARP1","AU565"
"PARP1","BCP1"
"PARP1","BCPAP"
"PARP1","BDCM"
"PARP1","BECKER"
"PARP1","BEN"
"PARP1","BFTC905"
"PARP1","BFTC909"
"PARP1","BHY"
"PARP1","BICR16"
"PARP1","BICR18"
"PARP1","BICR31"
"PARP1","BICR56"
"PARP1","BICR6"
"PARP1","BL41"
"PARP1","BL70"
"PARP1","BT20"
"PARP1","BT483"
"PARP1","BT549"
"PARP1","BV173"
"PARP1","BXPC3"
"PARP1","C2BBE1"
"PARP1","C32"
"PARP1","C3A"
"PARP1","CA46"
"PARP1","CADOES1"
"PARP1","CAKI1"
"PARP1","CAKI2"
"PARP1","CAL120"
"PARP1","CAL12T"
"PARP1","CAL148"
"PARP1","CAL27"
"PARP1","CAL29"
"PARP1","CAL33"
"PARP1","CAL51"
"PARP1","CAL54"
"PARP1","CAL62"
"PARP1","CAL78"
"PARP1","CAL851"
"PARP1","CALU1"
"PARP1","CALU3"
"PARP1","CALU6"
"PARP1","CAMA1"
"PARP1","CAOV3"
"PARP1","CAOV4"
"PARP1","CAPAN1"
"PARP1","CAPAN2"
"PARP1","CAS1"
"PARP1","CCFSTTG1"
"PARP1","CCK81"
"PARP1","CFPAC1"
"PARP1","CGTHW1"
"PARP1","CHAGOK1"
"PARP1","CHL1"
"PARP1","CHP212"
"PARP1","CI1"
"PARP1","CJM"
"PARP1","CL11"
"PARP1","CL14"
"PARP1","CL40"
"PARP1","CMK"
"PARP1","CMK115"
"PARP1","CMLT1"
"PARP1","COLO201"
"PARP1","COLO205"
"PARP1","COLO320"
"PARP1","COLO668"
"PARP1","COLO679"
"PARP1","COLO680N"
"PARP1","COLO684"
"PARP1","COLO699"
"PARP1","COLO704"
"PARP1","COLO775"
"PARP1","COLO783"
"PARP1","COLO792"
"PARP1","COLO818"
"PARP1","COLO829"
"PARP1","CORL23"
"PARP1","CORL24"
"PARP1","CORL279"
"PARP1","CORL47"
"PARP1","CORL51"
"PARP1","CORL88"
"PARP1","CORL95"
"PARP1","COV318"
"PARP1","COV362"
"PARP1","COV434"
"PARP1","COV504"
"PARP1","COV644"
"PARP1","CPCN"
"PARP1","D341MED"
"PARP1","DANG"
"PARP1","DAOY"
"PARP1","DAUDI"
"PARP1","DB"
"PARP1","DBTRG05MG"
"PARP1","DEL"
"PARP1","DETROIT562"
"PARP1","DKMG"
"PARP1","DM3"
"PARP1","DMS114"
"PARP1","DMS153"
"PARP1","DMS273"
"PARP1","DMS454"
"PARP1","DMS53"
"PARP1","DMS79"
"PARP1","DND41"
"PARP1","DOHH2"
"PARP1","DU145"
"PARP1","DU4475"
"PARP1","DV90"
"PARP1","EBC1"
"PARP1","ECC10"
"PARP1","ECC12"
"PARP1","ECGI10"
"PARP1","EFE184"
"PARP1","EFM19"
"PARP1","EFM192A"
"PARP1","EFO21"
"PARP1","EFO27"
"PARP1","EHEB"
"PARP1","EJM"
"PARP1","EM2"
"PARP1","EOL1"
"PARP1","EPLC272H"
"PARP1","ES2"
"PARP1","ESS1"
"PARP1","EVSAT"
"PARP1","F36P"
"PARP1","FADU"
"PARP1","FTC133"
"PARP1","FTC238"
"PARP1","FU97"
"PARP1","FUOV1"
"PARP1","G361"
"PARP1","G401"
"PARP1","G402"
"PARP1","GAMG"
"PARP1","GCIY"
"PARP1","GCT"
"PARP1","GDM1"
"PARP1","GI1"
"PARP1","GMS10"
"PARP1","GOS3"
"PARP1","GP2D"
"PARP1","GRANTA519"
"PARP1","GSS"
"PARP1","GSU"
"PARP1","H4"
"PARP1","HARA"
"PARP1","HCC1143"
"PARP1","HCC1171"
"PARP1","HCC1187"
"PARP1","HCC1195"
"PARP1","HCC1359"
"PARP1","HCC1395"
"PARP1","HCC1419"
"PARP1","HCC1428"
"PARP1","HCC1438"
"PARP1","HCC15"
"PARP1","HCC1500"
"PARP1","HCC1569"
"PARP1","HCC1588"
"PARP1","HCC1599"
"PARP1","HCC1806"
"PARP1","HCC1833"
"PARP1","HCC1954"
"PARP1","HCC202"
"PARP1","HCC2108"
"PARP1","HCC2157"
"PARP1","HCC2218"
"PARP1","HCC2279"
"PARP1","HCC2935"
"PARP1","HCC33"
"PARP1","HCC366"
"PARP1","HCC38"
"PARP1","HCC4006"
"PARP1","HCC44"
"PARP1","HCC56"
"PARP1","HCC70"
"PARP1","HCC78"
"PARP1","HCC827"
"PARP1","HCC95"
"PARP1","HCT116"
"PARP1","HDLM2"
"PARP1","HDMYZ"
"PARP1","HEC108"
"PARP1","HEC151"
"PARP1","HEC1A"
"PARP1","HEC1B"
"PARP1","HEC251"
"PARP1","HEC265"
"PARP1","HEC59"
"PARP1","HEC6"
"PARP1","HEL"
"PARP1","HEL9217"
"PARP1","HEPG2"
"PARP1","HEYA8"
"PARP1","HGC27"
"PARP1","HH"
"PARP1","HLF"
"PARP1","HLFA"
"PARP1","HMC18"
"PARP1","HOS"
"PARP1","HPAFII"
"PARP1","HPBALL"
"PARP1","HS172T"
"PARP1","HS229T"
"PARP1","HS281T"
"PARP1","HS343T"
"PARP1","HS571T"
"PARP1","HS578T"
"PARP1","HS600T"
"PARP1","HS604T"
"PARP1","HS611T"
"PARP1","HS616T"
"PARP1","HS618T"
"PARP1","HS675T"
"PARP1","HS683"
"PARP1","HS688AT"
"PARP1","HS695T"
"PARP1","HS698T"
"PARP1","HS706T"
"PARP1","HS729"
"PARP1","HS737T"
"PARP1","HS739T"
"PARP1","HS742T"
"PARP1","HS746T"
"PARP1","HS751T"
"PARP1","HS766T"
"PARP1","HS819T"
"PARP1","HS821T"
"PARP1","HS822T"
"PARP1","HS834T"
"PARP1","HS839T"
"PARP1","HS840T"
"PARP1","HS852T"
"PARP1","HS863T"
"PARP1","HS888T"
"PARP1","HS895T"
"PARP1","HS934T"
"PARP1","HS936T"
"PARP1","HS940T"
"PARP1","HS944T"
"PARP1","HSC2"
"PARP1","HSC3"
"PARP1","HSC4"
"PARP1","HT"
"PARP1","HT1080"
"PARP1","HT115"
"PARP1","HT1376"
"PARP1","HT144"
"PARP1","HT29"
"PARP1","HT55"
"PARP1","HTK"
"PARP1","HUCCT1"
"PARP1","HUG1N"
"PARP1","HUH28"
"PARP1","HUH6"
"PARP1","HUH7"
"PARP1","HUNS1"
"PARP1","HUPT3"
"PARP1","HUPT4"
"PARP1","HUT102"
"PARP1","HUT78"
"PARP1","IALM"
"PARP1","IGR37"
"PARP1","IGR39"
"PARP1","IGROV1"
"PARP1","IM95"
"PARP1","IMR32"
"PARP1","IPC298"
"PARP1","ISHIKAWAHERAKLIO02ER"
"PARP1","ISTMES1"
"PARP1","ISTMES2"
"PARP1","J82"
"PARP1","JEKO1"
"PARP1","JHH1"
"PARP1","JHH2"
"PARP1","JHH4"
"PARP1","JHH5"
"PARP1","JHH6"
"PARP1","JHH7"
"PARP1","JHOC5"
"PARP1","JHOM1"
"PARP1","JHOM2B"
"PARP1","JHOS2"
"PARP1","JHOS4"
"PARP1","JHUEM1"
"PARP1","JHUEM2"
"PARP1","JHUEM7"
"PARP1","JIMT1"
"PARP1","JJN3"
"PARP1","JK1"
"PARP1","JL1"
"PARP1","JM1"
"PARP1","JMSU1"
"PARP1","JVM2"
"PARP1","JVM3"
"PARP1","K029AX"
"PARP1","K562"
"PARP1","KALS1"
"PARP1","KARPAS299"
"PARP1","KARPAS620"
"PARP1","KASUMI1"
"PARP1","KASUMI2"
"PARP1","KASUMI6"
"PARP1","KATOIII"
"PARP1","KCL22"
"PARP1","KE37"
"PARP1","KE39"
"PARP1","KE97"
"PARP1","KELLY"
"PARP1","KG1"
"PARP1","KHM1B"
"PARP1","KIJK"
"PARP1","KLE"
"PARP1","KMBC2"
"PARP1","KMH2"
"PARP1","KMM1"
"PARP1","KMRC1"
"PARP1","KMRC2"
"PARP1","KMRC20"
"PARP1","KMRC3"
"PARP1","KMS11"
"PARP1","KMS12BM"
"PARP1","KMS20"
"PARP1","KMS21BM"
"PARP1","KMS26"
"PARP1","KMS27"
"PARP1","KMS28BM"
"PARP1","KMS34"
"PARP1","KNS42"
"PARP1","KNS60"
"PARP1","KNS62"
"PARP1","KO52"
"PARP1","KOPN8"
"PARP1","KP1N"
"PARP1","KP1NL"
"PARP1","KP2"
"PARP1","KP3"
"PARP1","KP4"
"PARP1","KPL1"
"PARP1","KPNRTBM1"
"PARP1","KPNSI9S"
"PARP1","KPNYN"
"PARP1","KS1"
"PARP1","KU1919"
"PARP1","KU812"
"PARP1","KURAMOCHI"
"PARP1","KYM1"
"PARP1","KYO1"
"PARP1","KYSE140"
"PARP1","KYSE150"
"PARP1","KYSE180"
"PARP1","KYSE270"
"PARP1","KYSE30"
"PARP1","KYSE410"
"PARP1","KYSE450"
"PARP1","KYSE510"
"PARP1","KYSE520"
"PARP1","KYSE70"
"PARP1","L1236"
"PARP1","L33"
"PARP1","L363"
"PARP1","L428"
"PARP1","L540"
"PARP1","LC1F"
"PARP1","LC1SQSF"
"PARP1","LCLC103H"
"PARP1","LCLC97TM1"
"PARP1","LI7"
"PARP1","LK2"
"PARP1","LMSU"
"PARP1","LN18"
"PARP1","LNCAPCLONEFGC"
"PARP1","LOUCY"
"PARP1","LOUNH91"
"PARP1","LOVO"
"PARP1","LOXIMVI"
"PARP1","LP1"
"PARP1","LS1034"
"PARP1","LS123"
"PARP1","LS180"
"PARP1","LS411N"
"PARP1","LS513"
"PARP1","LU65"
"PARP1","LU99"
"PARP1","LUDLU1"
"PARP1","LXF289"
"PARP1","M059K"
"PARP1","M07E"
"PARP1","MALME3M"
"PARP1","MC116"
"PARP1","MCAS"
"PARP1","MCF7"
"PARP1","MDAMB134VI"
"PARP1","MDAMB231"
"PARP1","MDAMB361"
"PARP1","MDAMB415"
"PARP1","MDAMB435S"
"PARP1","MDAMB436"
"PARP1","MDAMB453"
"PARP1","MDAMB468"
"PARP1","MDAPCA2B"
"PARP1","MDST8"
"PARP1","ME1"
"PARP1","MEC1"
"PARP1","MEG01"
"PARP1","MELHO"
"PARP1","MELJUSO"
"PARP1","MEWO"
"PARP1","MFE280"
"PARP1","MFE296"
"PARP1","MG63"
"PARP1","MHHCALL2"
"PARP1","MHHCALL3"
"PARP1","MHHCALL4"
"PARP1","MHHES1"
"PARP1","MHHNB11"
"PARP1","MIAPACA2"
"PARP1","MINO"
"PARP1","MJ"
"PARP1","MKN1"
"PARP1","MKN7"
"PARP1","MKN74"
"PARP1","ML1"
"PARP1","MM1S"
"PARP1","MOGGCCM"
"PARP1","MOGGUVW"
"PARP1","MOLM13"
"PARP1","MOLM6"
"PARP1","MOLP2"
"PARP1","MOLP8"
"PARP1","MOLT13"
"PARP1","MOLT16"
"PARP1","MONOMAC1"
"PARP1","MONOMAC6"
"PARP1","MORCPR"
"PARP1","MOTN1"
"PARP1","MPP89"
"PARP1","MSTO211H"
"PARP1","MUTZ3"
"PARP1","MUTZ5"
"PARP1","MV411"
"PARP1","NALM1"
"PARP1","NALM19"
"PARP1","NALM6"
"PARP1","NAMALWA"
"PARP1","NB1"
"PARP1","NB4"
"PARP1","NCCSTCK140"
"PARP1","NCIH1048"
"PARP1","NCIH1092"
"PARP1","NCIH1105"
"PARP1","NCIH1184"
"PARP1","NCIH1299"
"PARP1","NCIH1339"
"PARP1","NCIH1341"
"PARP1","NCIH1355"
"PARP1","NCIH1373"
"PARP1","NCIH1385"
"PARP1","NCIH1435"
"PARP1","NCIH1436"
"PARP1","NCIH1437"
"PARP1","NCIH146"
"PARP1","NCIH1563"
"PARP1","NCIH1568"
"PARP1","NCIH1573"
"PARP1","NCIH1581"
"PARP1","NCIH1618"
"PARP1","NCIH1648"
"PARP1","NCIH1650"
"PARP1","NCIH1651"
"PARP1","NCIH1666"
"PARP1","NCIH1693"
"PARP1","NCIH1694"
"PARP1","NCIH1703"
"PARP1","NCIH1734"
"PARP1","NCIH1755"
"PARP1","NCIH1781"
"PARP1","NCIH1792"
"PARP1","NCIH1793"
"PARP1","NCIH1836"
"PARP1","NCIH1838"
"PARP1","NCIH1869"
"PARP1","NCIH1876"
"PARP1","NCIH1915"
"PARP1","NCIH1930"
"PARP1","NCIH1944"
"PARP1","NCIH196"
"PARP1","NCIH1963"
"PARP1","NCIH1975"
"PARP1","NCIH2009"
"PARP1","NCIH2023"
"PARP1","NCIH2029"
"PARP1","NCIH2030"
"PARP1","NCIH2052"
"PARP1","NCIH2066"
"PARP1","NCIH2081"
"PARP1","NCIH2087"
"PARP1","NCIH209"
"PARP1","NCIH2106"
"PARP1","NCIH211"
"PARP1","NCIH2110"
"PARP1","NCIH2126"
"PARP1","NCIH2141"
"PARP1","NCIH2170"
"PARP1","NCIH2171"
"PARP1","NCIH2172"
"PARP1","NCIH2196"
"PARP1","NCIH2227"
"PARP1","NCIH2228"
"PARP1","NCIH226"
"PARP1","NCIH2286"
"PARP1","NCIH2291"
"PARP1","NCIH23"
"PARP1","NCIH2342"
"PARP1","NCIH2347"
"PARP1","NCIH2405"
"PARP1","NCIH2444"
"PARP1","NCIH2452"
"PARP1","NCIH3255"
"PARP1","NCIH358"
"PARP1","NCIH441"
"PARP1","NCIH446"
"PARP1","NCIH460"
"PARP1","NCIH508"
"PARP1","NCIH510"
"PARP1","NCIH520"
"PARP1","NCIH522"
"PARP1","NCIH524"
"PARP1","NCIH526"
"PARP1","NCIH596"
"PARP1","NCIH647"
"PARP1","NCIH650"
"PARP1","NCIH660"
"PARP1","NCIH661"
"PARP1","NCIH684"
"PARP1","NCIH69"
"PARP1","NCIH716"
"PARP1","NCIH727"
"PARP1","NCIH747"
"PARP1","NCIH810"
"PARP1","NCIH82"
"PARP1","NCIH838"
"PARP1","NCIH841"
"PARP1","NCIH854"
"PARP1","NCIH889"
"PARP1","NCIH929"
"PARP1","NCIN87"
"PARP1","NCO2"
"PARP1","NH6"
"PARP1","NIHOVCAR3"
"PARP1","NMCG1"
"PARP1","NUDHL1"
"PARP1","NUDUL1"
"PARP1","NUGC3"
"PARP1","NUGC4"
"PARP1","OAW28"
"PARP1","OAW42"
"PARP1","OC316"
"PARP1","OCIAML2"
"PARP1","OCIAML3"
"PARP1","OCIAML5"
"PARP1","OCILY10"
"PARP1","OCILY19"
"PARP1","OCILY3"
"PARP1","OCIM1"
"PARP1","OCUM1"
"PARP1","OE19"
"PARP1","OE21"
"PARP1","OE33"
"PARP1","ONCODG1"
"PARP1","ONS76"
"PARP1","OPM2"
"PARP1","OSRC2"
"PARP1","OUMS23"
"PARP1","OUMS27"
"PARP1","OV56"
"PARP1","OV90"
"PARP1","OVCAR4"
"PARP1","OVCAR8"
