"cell_line","ref","min","3_times","5_times","25_times","50_times","100_times","250_times"
"1321N1","0.00254261","21","20","20","20","19","17","17"
"22RV1","0.00","NA","NA","NA","NA","NA","NA","NA"
"2313287","0.00","NA","NA","NA","NA","NA","NA","NA"
"42MGBA","0.00254261","20","19","19","17","16","15","15"
"5637","0.00","NA","NA","NA","NA","NA","NA","NA"
"639V","0.00","NA","NA","NA","NA","NA","NA","NA"
"647V","0.00","NA","NA","NA","NA","NA","NA","NA"
"697","0.00","NA","NA","NA","NA","NA","NA","NA"
"769P","0.00","NA","NA","NA","NA","NA","NA","NA"
"7860","0.00","NA","NA","NA","NA","NA","NA","NA"
"786O","0.07082496","22","20","17","17","17","16","0"
"8305C","0.00","NA","NA","NA","NA","NA","NA","NA"
"8505C","0.00","NA","NA","NA","NA","NA","NA","NA"
"8MGBA","0.00","NA","NA","NA","NA","NA","NA","NA"
"A101D","0.00","NA","NA","NA","NA","NA","NA","NA"
"A172","0.00","NA","NA","NA","NA","NA","NA","NA"
"A204","0.00","NA","NA","NA","NA","NA","NA","NA"
"A2058","0.00","NA","NA","NA","NA","NA","NA","NA"
"A253","0.00","NA","NA","NA","NA","NA","NA","NA"
"A2780","0.00","NA","NA","NA","NA","NA","NA","NA"
"A375","0.00","NA","NA","NA","NA","NA","NA","NA"
"A388","0.00","NA","NA","NA","NA","NA","NA","NA"
"A3KAW","0.00","NA","NA","NA","NA","NA","NA","NA"
"A427","0.00","NA","NA","NA","NA","NA","NA","NA"
"A431","0.00","NA","NA","NA","NA","NA","NA","NA"
"A498","0.00","NA","NA","NA","NA","NA","NA","NA"
"A4Fuk","0.00","NA","NA","NA","NA","NA","NA","NA"
"A549","0.00","NA","NA","NA","NA","NA","NA","NA"
"A673","0.00","NA","NA","NA","NA","NA","NA","NA"
"A704","0.00","NA","NA","NA","NA","NA","NA","NA"
"ABC1","0.00","NA","NA","NA","NA","NA","NA","NA"
"ACHN","0.00","NA","NA","NA","NA","NA","NA","NA"
"ACN","0.00","NA","NA","NA","NA","NA","NA","NA"
"AGS","0.00","NA","NA","NA","NA","NA","NA","NA"
"ALLPO","0.00","NA","NA","NA","NA","NA","NA","NA"
"ALLSIL","0.00295210","24","21","21","20","20","19","17"
"AM38","0.00","NA","NA","NA","NA","NA","NA","NA"
"AMO1","0.00643435","24","22","21","19","17","16","15"
"AN3CA","0.00","NA","NA","NA","NA","NA","NA","NA"
"ARH77","0.00","NA","NA","NA","NA","NA","NA","NA"
"AsPC1","0.01","98","96","94","88","85","80","74"
"ASPC1","0.01633732","24","22","21","20","19","15","12"
"ATN1","0.00","NA","NA","NA","NA","NA","NA","NA"
"AU565","0.00","NA","NA","NA","NA","NA","NA","NA"
"AZ521","0.00332497","24","23","23","21","21","19","17"
"BALL1","0.07","52","50","48","45","45","45","40"
"BB30HNC","0.00","NA","NA","NA","NA","NA","NA","NA"
"BB49HNC","0.00","NA","NA","NA","NA","NA","NA","NA"
"BB65RCC","0.00","NA","NA","NA","NA","NA","NA","NA"
"BC1","0.00","NA","NA","NA","NA","NA","NA","NA"
"BC3","0.00","NA","NA","NA","NA","NA","NA","NA"
"BCPAP","0.00","NA","NA","NA","NA","NA","NA","NA"
"BDCM","0.00323887","23","22","22","22","20","19","16"
"BE13","0.00","NA","NA","NA","NA","NA","NA","NA"
"Becker","0.00","NA","NA","NA","NA","NA","NA","NA"
"BEN","0.01","98","96","94","84","84","81","77"
"BFTC905","0.00","NA","NA","NA","NA","NA","NA","NA"
"BFTC909","0.00","NA","NA","NA","NA","NA","NA","NA"
"BGC823","0.02868883","24","22","22","22","20","19","16"
"BHT101","0.00","NA","NA","NA","NA","NA","NA","NA"
"BHY","0.00","NA","NA","NA","NA","NA","NA","NA"
"BL41","0.00","NA","NA","NA","NA","NA","NA","NA"
"BL70","0.00","NA","NA","NA","NA","NA","NA","NA"
"BOKU","0.05","62","55","54","47","42","36","32"
"BPH1","0.00","NA","NA","NA","NA","NA","NA","NA"
"BT20","0.00","NA","NA","NA","NA","NA","NA","NA"
"BT474","0.01","161","156","154","142","141","135","130"
"BT549","0.00515594","81","79","76","71","70","70","66"
"BV173","0.00","NA","NA","NA","NA","NA","NA","NA"
"BxPC3","0.00","NA","NA","NA","NA","NA","NA","NA"
"BXPC3","0.01028380","20","19","19","16","15","15","15"
"C2BBe1","0.00","NA","NA","NA","NA","NA","NA","NA"
"C2BBE1","0.05444059","23","22","22","20","18","15","0"
"C32","0.00","NA","NA","NA","NA","NA","NA","NA"
"C33A","0.00","NA","NA","NA","NA","NA","NA","NA"
"C3A","0.00","NA","NA","NA","NA","NA","NA","NA"
"C4II","0.01","37","34","34","31","26","25","24"
"C8166","0.01","129","126","121","118","114","113","108"
"CA46","0.00","NA","NA","NA","NA","NA","NA","NA"
"Ca922","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAKI1","0.01","98","92","91","85","78","74","68"
"CAKI2","0.01274291","24","23","23","22","21","20","15"
"CAL120","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL12T","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL148","0.01","76","72","71","63","63","59","56"
"CAL27","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL33","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL39","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL51","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL54","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL62","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL72","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAL78","0.00558513","24","23","23","21","21","19","19"
"CAL851","0.00","NA","NA","NA","NA","NA","NA","NA"
"Calu1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CALU1","0.02068818","24","23","23","21","21","18","18"
"Calu3","0.00","NA","NA","NA","NA","NA","NA","NA"
"CALU3","0.04634737","23","22","22","19","17","15","0"
"Calu6","0.00","NA","NA","NA","NA","NA","NA","NA"
"CALU6","0.00351322","19","18","18","17","16","15","13"
"CAMA1","0.00","NA","NA","NA","NA","NA","NA","NA"
"Caov3","0.01","37","36","35","32","31","30","27"
"Caov4","1.22","13","10","10","9","8","5","4"
"CAPAN1","0.00","NA","NA","NA","NA","NA","NA","NA"
"Capan2","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAPAN2","0.00254261","24","23","23","21","19","18","16"
"CaR1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CAS1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CaSki","0.00","NA","NA","NA","NA","NA","NA","NA"
"CCFSTTG1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CCK81","0.03814608","21","20","20","12","12","10","0"
"CCRFCEM","0.00","NA","NA","NA","NA","NA","NA","NA"
"CESS","0.00","NA","NA","NA","NA","NA","NA","NA"
"CFPAC1","0.01","61","59","59","57","55","52","47"
"CGTHW1","0.00","NA","NA","NA","NA","NA","NA","NA"
"ChaGoK1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CHL1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CHP126","0.01","77","75","74","68","65","60","56"
"CHP134","0.14","25","23","23","16","14","10","7"
"CHP212","0.00","NA","NA","NA","NA","NA","NA","NA"
"CI1","0.00435680","24","23","23","20","18","18","17"
"CMK","0.00","NA","NA","NA","NA","NA","NA","NA"
"CMK86","0.01233573","24","22","21","20","19","18","17"
"COLO201","0.00637875","23","21","21","18","18","16","14"
"COLO205","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO320","0.06702995","24","23","20","16","15","11","0"
"COLO320HSR","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO668","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO677","0.02926437","24","23","23","20","19","16","12"
"COLO678","0.04","122","120","117","109","105","92","67"
"COLO679","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO680N","0.01","98","95","93","85","81","77","75"
"COLO684","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO699","0.02694178","24","23","22","19","17","14","10"
"COLO741","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO792","0.02","98","94","91","82","81","77","71"
"COLO800","0.00","NA","NA","NA","NA","NA","NA","NA"
"COLO824","0.01","138","136","136","130","128","121","118"
"COLO829","0.00","NA","NA","NA","NA","NA","NA","NA"
"CORL105","0.01","119","114","112","99","95","91","83"
"CORL23","0.00","NA","NA","NA","NA","NA","NA","NA"
"CORL279","0.01","76","73","72","63","62","58","54"
"CORL88","0.00","NA","NA","NA","NA","NA","NA","NA"
"COV318","0.15805970","24","23","23","21","19","0","0"
"COV504","0.01918957","23","22","22","20","20","19","17"
"CP50MELB","0.00","NA","NA","NA","NA","NA","NA","NA"
"CP66MEL","0.00","NA","NA","NA","NA","NA","NA","NA"
"CP67MEL","0.04","25","22","21","15","15","14","13"
"CPCN","0.01","77","75","73","71","66","63","57"
"CROAP2","0.17","8","7","7","6","6","6","4"
"CTB1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CTV1","0.00","NA","NA","NA","NA","NA","NA","NA"
"CW2","0.00","NA","NA","NA","NA","NA","NA","NA"
"D247MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D263MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D283MED","0.00","NA","NA","NA","NA","NA","NA","NA"
"D336MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D392MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D423MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D502MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D542MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"D566MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"Daoy","0.00","NA","NA","NA","NA","NA","NA","NA"
"DAOY","0.01094528","24","23","22","20","19","19","19"
"Daudi","0.00","NA","NA","NA","NA","NA","NA","NA"
"DB","0.00","NA","NA","NA","NA","NA","NA","NA"
"DBTRG05MG","0.00","NA","NA","NA","NA","NA","NA","NA"
"DEL","0.00","NA","NA","NA","NA","NA","NA","NA"
"DETROIT562","0.01330032","23","22","22","20","20","20","16"
"DG75","0.02","77","75","71","69","66","62","59"
"DJM1","0.00","NA","NA","NA","NA","NA","NA","NA"
"DKMG","0.01","122","118","117","110","106","103","97"
"DMS114","0.00578332","161","157","156","147","144","139","131"
"DMS153","0.02","77","75","73","71","67","62","55"
"DMS273","0.00","NA","NA","NA","NA","NA","NA","NA"
"DMS53","0.10","46","44","42","35","35","34","30"
"DMS79","0.03","104","101","101","96","91","86","81"
"DOHH2","0.00","NA","NA","NA","NA","NA","NA","NA"
"DOK","0.00","NA","NA","NA","NA","NA","NA","NA"
"DoTc24510","0.00","NA","NA","NA","NA","NA","NA","NA"
"DOV13","0.00465488","24","23","23","21","20","19","19"
"DSH1","0.00","NA","NA","NA","NA","NA","NA","NA"
"DU145","0.00","NA","NA","NA","NA","NA","NA","NA"
"DU4475","0.00","NA","NA","NA","NA","NA","NA","NA"
"DV90","0.00758911","57","55","53","49","47","47","42"
"EB1","0.01296604","23","22","22","20","20","19","17"
"EB2","0.00","NA","NA","NA","NA","NA","NA","NA"
"EB3","0.00","NA","NA","NA","NA","NA","NA","NA"
"EBC1","0.01874927","24","20","19","17","16","16","14"
"ECC10","0.00","NA","NA","NA","NA","NA","NA","NA"
"ECC12","0.00","NA","NA","NA","NA","NA","NA","NA"
"ECC4","0.03","77","74","74","71","66","63","54"
"ECGI10","0.00","NA","NA","NA","NA","NA","NA","NA"
"EFE184","0.04","61","60","58","51","50","45","20"
"EFM19","0.00","NA","NA","NA","NA","NA","NA","NA"
"EFO21","0.01","122","117","115","110","105","100","92"
"EFO27","0.00","NA","NA","NA","NA","NA","NA","NA"
"EGI1","0.00","NA","NA","NA","NA","NA","NA","NA"
"EHEB","0.00","NA","NA","NA","NA","NA","NA","NA"
